student_id,name,age,gender,attendance_rate,time_spent_hours,quiz_avg_score,assignments_completed,forum_posts,badges_earned,final_exam_score,final_grade,dropout_risk,feedback_text,sentiment
1122,Arun Sharma,26,Female,0.82,47.43,0.78,7,22,7,66.86,C,0,Nothing special,Neutral
1123,Arun Patel,28,Male,0.74,32.08,0.64,7,5,7,51.77,D,0,Poor explanations,Negative
1124,Rahul Patel,28,Male,1,19.82,0.5,8,43,9,63.91,C,0,Can be improved,Neutral
1125,Kavya Kumar,27,Female,0.72,44.62,0.58,5,37,1,61.02,C,0,Normal learning experience,Neutral
1126,Sneha Verma,22,Male,0.91,28.38,0.39,9,3,4,57.08,C,0,Can be improved,Neutral
1127,Vijay Kumar,25,Male,0.88,42.31,0.66,7,29,2,66.84,C,0,Nothing special,Neutral
1128,Divya Das,18,Female,0.76,53.67,0.86,9,4,2,73.64,B,0,Very engaging and informative,Positive
1129,Priya Kumar,28,Female,0.54,50.48,0.99,9,28,2,69.02,C,0,Average experience,Neutral
1130,Rahul Patel,24,Male,0.95,20.84,0.78,7,11,1,61.27,C,0,Can be improved,Neutral
1131,Anjali Singh,27,Male,0.86,41.04,0.42,9,49,3,69.06,C,0,Nothing special,Neutral
1132,Divya Nair,30,Female,0.57,56.1,0.66,6,47,3,59.17,C,0,Okay course,Neutral
1133,Anjali Kumar,23,Female,0.92,23.8,1,5,43,5,72.03,B,0,Excellent platform for learning,Positive
1134,Vijay Reddy,18,Female,0.43,28.05,0.57,6,20,9,49.81,D,0,Too difficult to follow,Negative
1135,Arun Nair,21,Female,1,39.88,0.62,6,45,1,78.11,B,0,Loved the teaching style,Positive
1136,Karthik Patel,18,Male,0.65,49.29,0.98,6,17,2,68.71,C,0,Can be improved,Neutral
1137,Kavya Singh,23,Female,0.66,35.67,0.68,4,23,5,56.35,C,0,Okay course,Neutral
1138,Suresh Verma,22,Female,0.78,39.32,0.51,9,30,2,61,C,0,Nothing special,Neutral
1139,Suresh Verma,21,Female,1,36.3,0.51,3,31,0,60.99,C,0,Normal learning experience,Neutral
1140,Kavya Nair,30,Male,0.53,32.6,0.42,9,22,3,54.14,D,0,Poor explanations,Negative
1141,Sneha Kumar,24,Male,0.75,34.86,0.58,4,22,1,45.45,D,0,Poor explanations,Negative
1142,Kavya Nair,18,Male,0.83,29.79,0.66,3,21,9,55.27,C,0,Nothing special,Neutral
1143,Suresh Nair,28,Female,1,66.81,0.65,9,16,8,63.55,C,0,Normal learning experience,Neutral
1144,Sneha Verma,25,Female,0.85,44.51,0.99,9,30,5,66.55,C,0,Okay course,Neutral
1145,Meena Patel,23,Male,0.72,56.48,0.77,5,23,2,65.92,C,0,Okay course,Neutral
1146,Ravi Gupta,28,Male,1,18.42,0.6,6,27,6,62.45,C,0,Normal learning experience,Neutral
1147,Suresh Nair,20,Female,0.73,47.64,0.8,4,13,9,56.04,C,0,Can be improved,Neutral
1148,Anjali Singh,19,Female,0.56,65.91,0.89,6,18,5,61.66,C,0,Normal learning experience,Neutral
1149,Ravi Verma,18,Female,0.38,43.91,0.52,3,3,8,40.86,D,0,Too difficult to follow,Negative
1150,Sneha Kumar,27,Female,0.6,35.36,0.84,6,33,8,60.38,C,0,Average experience,Neutral
1151,Ravi Kumar,18,Female,1,68.97,0.99,8,4,3,81.67,B,0,Helped me improve a lot,Positive
1152,Karthik Reddy,22,Male,1,53.96,0.9,7,41,2,81.74,B,0,Loved the teaching style,Positive
1153,Anjali Reddy,27,Male,0.76,32.16,0.57,5,46,8,62.26,C,0,Average experience,Neutral
1154,Vijay Nair,19,Female,0.9,22.77,0.72,5,34,9,64.62,C,0,Average experience,Neutral
1155,Anjali Verma,24,Female,0.9,67.21,0.42,3,40,0,47.78,D,0,Waste of time,Negative
1156,Priya Patel,23,Female,0.45,19.91,0.73,5,28,0,48.35,D,1,Waste of time,Negative
1157,Vijay Iyer,21,Male,0.85,47.92,0.32,6,5,0,51.04,D,0,Waste of time,Negative
1158,Ravi Reddy,19,Female,0.91,26.53,0.55,9,16,9,59,C,0,Normal learning experience,Neutral
1159,Vijay Kumar,27,Female,0.83,28.49,0.64,8,15,7,58.62,C,0,Normal learning experience,Neutral
1160,Sneha Kumar,27,Male,0.51,54.94,0.56,8,34,0,58.51,C,0,Nothing special,Neutral
1161,Rahul Sharma,28,Male,0.72,48.99,0.46,3,24,1,57.04,C,0,Can be improved,Neutral
1162,Rahul Nair,30,Male,0.79,43.74,0.76,6,25,2,68.72,C,0,Nothing special,Neutral
1163,Meena Gupta,27,Male,0.52,24.48,0.82,8,33,6,61.62,C,0,Normal learning experience,Neutral
1164,Karthik Singh,24,Male,0.6,21.65,0.76,5,14,5,46.94,D,0,Poor explanations,Negative
1165,Anjali Patel,22,Male,0.81,10.68,0.56,7,4,3,49.4,D,0,Waste of time,Negative
1166,Meena Das,19,Female,0.99,20.95,0.63,9,4,2,71.1,B,0,Loved the teaching style,Positive
1167,Sneha Sharma,26,Female,0.84,19.45,0.91,3,39,6,65.9,C,0,Normal learning experience,Neutral
1168,Arun Gupta,27,Male,1,47.37,0.46,3,6,3,64.6,C,0,Average experience,Neutral
1169,Divya Nair,21,Male,0.6,35.41,0.73,3,35,9,53.46,D,0,Not useful at all,Negative
1170,Kavya Das,25,Male,0.21,45.09,0.63,7,23,8,45.44,D,0,Poor explanations,Negative
1171,Vijay Gupta,18,Male,0.86,48.45,0.84,7,9,3,71,B,0,Very engaging and informative,Positive
1172,Rahul Gupta,21,Female,0.66,43.03,0.82,6,34,7,62.5,C,0,Average experience,Neutral
1173,Divya Patel,28,Female,0.55,49.93,0.7,8,21,4,57.68,C,0,Normal learning experience,Neutral
1174,Sneha Kumar,22,Female,0.65,24.65,0.76,4,17,9,41.26,D,0,Very confusing content,Negative
1175,Sneha Iyer,26,Female,0.77,34.46,0.38,9,24,9,51.1,D,0,Not useful at all,Negative
1176,Priya Kumar,24,Male,0.75,57.35,0.78,3,45,4,65.63,C,0,Okay course,Neutral
1177,Arun Singh,26,Female,0.73,56.68,0.84,8,44,9,82.25,B,0,Helped me improve a lot,Positive
1178,Rahul Nair,23,Female,0.71,62.07,0.7,4,20,8,66.25,C,0,Okay course,Neutral
1179,Vijay Patel,19,Male,0.51,44.02,0.8,6,8,9,55.35,C,0,Okay course,Neutral
1180,Suresh Sharma,19,Female,0.47,43.31,0.47,7,28,5,44.64,D,0,Not useful at all,Negative
1181,Anjali Verma,21,Male,0.67,55.26,0.9,3,27,0,73.18,B,0,Great course and very helpful,Positive
1182,Arun Sharma,28,Female,0.57,44.04,0.66,8,14,1,50.62,D,0,Not useful at all,Negative
1183,Anjali Singh,26,Female,0.38,59.92,0.6,5,38,7,50.94,D,0,Not useful at all,Negative
1184,Vijay Sharma,27,Male,0.49,22.63,0.56,3,29,5,45.52,D,0,Very confusing content,Negative
1185,Sneha Singh,28,Male,0.59,42.82,0.54,5,18,3,52.08,D,0,Very confusing content,Negative
1186,Divya Reddy,18,Male,0.38,55.27,0.87,7,41,6,60.67,C,0,Average experience,Neutral
1187,Karthik Sharma,30,Female,0.97,75.48,0.41,9,36,4,71.57,B,0,Loved the teaching style,Positive
1188,Arun Kumar,29,Male,0.32,44.76,0.63,5,15,8,49.02,D,0,Too difficult to follow,Negative
1189,Ravi Verma,30,Female,0.8,22.97,0.54,9,5,9,51.06,D,0,Very confusing content,Negative
1190,Sneha Sharma,18,Male,0.61,34.73,0.64,5,7,8,49.15,D,0,Not useful at all,Negative
1191,Vijay Gupta,30,Female,0.69,16.07,0.71,9,14,4,56.43,C,0,Okay course,Neutral
1192,Divya Kumar,23,Female,0.76,30.21,0.81,3,45,7,57.45,C,0,Can be improved,Neutral
1193,Arun Das,27,Male,0.54,28.13,0.81,3,12,8,50.01,D,0,Not useful at all,Negative
1194,Kavya Das,26,Male,0.79,45.73,0.79,7,22,7,65.97,C,0,Can be improved,Neutral
1195,Arun Singh,30,Male,0.92,30.55,0.87,5,5,6,52.27,D,0,Very confusing content,Negative
1196,Rahul Sharma,24,Female,0.61,26.14,0.45,5,28,9,46.55,D,0,Waste of time,Negative
1197,Sneha Patel,29,Female,1,41.81,0.63,7,12,8,61.21,C,0,Average experience,Neutral
1198,Vijay Verma,28,Male,0.4,28.48,0.72,7,28,0,52.23,D,0,Too difficult to follow,Negative
1199,Suresh Singh,29,Female,0.5,43.16,0.55,9,30,5,46.25,D,0,Poor explanations,Negative
1200,Vijay Sharma,26,Female,0.79,48.31,0.9,3,21,7,70.94,B,0,Excellent platform for learning,Positive
1201,Vijay Iyer,23,Female,0.58,31.18,0.96,4,38,4,68.72,C,0,Nothing special,Neutral
1202,Karthik Kumar,20,Male,0.7,23.43,0.36,9,4,2,45.68,D,0,Too difficult to follow,Negative
1203,Divya Gupta,22,Female,1,39.19,0.55,4,47,7,69.28,C,0,Average experience,Neutral
1204,Priya Singh,21,Female,1,35.64,0.91,9,14,4,83.37,B,0,Helped me improve a lot,Positive
1205,Arun Singh,22,Female,0.46,14.51,0.47,6,13,3,40.66,D,1,Waste of time,Negative
1206,Ravi Patel,21,Male,0.96,47.95,0.36,6,14,6,62.9,C,0,Nothing special,Neutral
1207,Anjali Patel,19,Male,0.59,36.65,0.49,8,41,9,64.85,C,0,Okay course,Neutral
1208,Ravi Sharma,21,Male,1,47.26,0.62,9,8,4,70.55,B,0,Helped me improve a lot,Positive
1209,Priya Sharma,25,Female,0.96,49.73,0.61,6,4,4,62.73,C,0,Average experience,Neutral
1210,Meena Patel,20,Female,0.41,34.1,0.39,6,1,2,29.56,Fail,0,Poor explanations,Negative
1211,Karthik Reddy,20,Female,0.99,20.86,0.51,4,18,2,53.28,D,0,Very confusing content,Negative
1212,Sneha Patel,19,Female,0.7,45.49,0.31,9,33,8,43.07,D,0,Too difficult to follow,Negative
1213,Ravi Gupta,22,Male,0.79,61.27,0.54,8,3,7,58.56,C,0,Average experience,Neutral
1214,Priya Reddy,20,Male,0.8,46.1,1,3,16,5,81.79,B,0,Very engaging and informative,Positive
1215,Priya Verma,26,Female,1,39.71,0.72,3,21,8,67.1,C,0,Nothing special,Neutral
1216,Karthik Patel,29,Male,0.51,39.37,0.41,7,0,1,36.89,Fail,0,Waste of time,Negative
1217,Karthik Patel,23,Male,0.7,34.47,0.7,5,17,3,50.61,D,0,Not useful at all,Negative
1218,Ravi Reddy,29,Female,0.84,47.33,0.45,5,46,9,58.32,C,0,Nothing special,Neutral
1219,Priya Gupta,19,Male,0.43,29.53,0.81,4,26,9,55.07,C,0,Okay course,Neutral
1220,Rahul Verma,21,Female,0.69,58.46,0.51,3,48,1,55.76,C,0,Normal learning experience,Neutral
1221,Meena Singh,23,Male,0.84,36.87,0.36,7,10,2,60.46,C,0,Can be improved,Neutral
1222,Ravi Kumar,20,Female,0.75,48.58,0.67,6,25,9,58.45,C,0,Normal learning experience,Neutral
1223,Ravi Singh,30,Male,0.72,55.02,0.61,6,7,9,57.86,C,0,Nothing special,Neutral
1224,Arun Reddy,25,Male,0.73,40.45,1,5,6,6,70.2,B,0,Great course and very helpful,Positive
1225,Rahul Iyer,21,Male,0.58,33.65,0.76,7,22,3,67.46,C,0,Average experience,Neutral
1226,Sneha Gupta,21,Male,0.7,53.97,0.55,8,21,6,69.13,C,0,Okay course,Neutral
1227,Anjali Kumar,30,Male,0.62,31.52,1,6,1,9,56.85,C,0,Can be improved,Neutral
1228,Anjali Kumar,20,Female,0.53,4.99,0.95,8,32,5,52.44,D,0,Waste of time,Negative
1229,Kavya Sharma,23,Male,0.83,43.48,0.78,5,39,4,73.98,B,0,Very engaging and informative,Positive
1230,Karthik Iyer,25,Male,0.63,53.48,0.53,4,18,7,62.33,C,0,Nothing special,Neutral
1231,Karthik Reddy,28,Female,0.84,36.01,0.81,4,30,0,71.44,B,0,Loved the teaching style,Positive
1232,Arun Gupta,27,Female,1,56.84,0.83,5,12,7,67.95,C,0,Normal learning experience,Neutral
1233,Meena Patel,30,Female,0.76,60.97,0.14,5,7,4,40.43,D,0,Too difficult to follow,Negative
1234,Rahul Das,23,Female,0.59,32.51,0.51,7,11,8,44.84,D,0,Too difficult to follow,Negative
1235,Kavya Iyer,25,Male,0.5,46.75,0.56,5,9,2,45.26,D,0,Too difficult to follow,Negative
1236,Priya Das,30,Male,0.61,23.12,0.69,9,29,4,51.05,D,0,Too difficult to follow,Negative
1237,Sneha Gupta,19,Female,0.63,51.45,0.81,7,0,4,53.03,D,0,Too difficult to follow,Negative
1238,Divya Kumar,19,Female,0.7,25.3,0.59,9,21,6,53.41,D,0,Not useful at all,Negative
1239,Ravi Reddy,24,Male,0.55,59.06,0.63,8,43,9,60.92,C,0,Nothing special,Neutral
1240,Priya Gupta,28,Male,0.64,54.86,0.65,9,7,6,54.03,D,0,Too difficult to follow,Negative
1241,Rahul Das,30,Female,1,39.53,0.75,7,15,0,67.25,C,0,Can be improved,Neutral
1242,Priya Nair,19,Male,1,42.53,0.42,4,19,1,53.31,D,0,Too difficult to follow,Negative
1243,Vijay Singh,23,Male,0.74,23.88,0.54,6,38,1,61.04,C,0,Normal learning experience,Neutral
1244,Divya Iyer,26,Female,1,44.93,0.52,3,39,1,61.81,C,0,Can be improved,Neutral
1245,Kavya Iyer,29,Female,0.7,35.23,0.92,8,43,0,70.68,B,0,Helped me improve a lot,Positive
1246,Kavya Kumar,22,Male,0.65,36.24,0.54,5,38,7,60.99,C,0,Nothing special,Neutral
1247,Karthik Gupta,27,Female,0.95,20.03,0.5,3,11,7,44.68,D,0,Too difficult to follow,Negative
1248,Vijay Iyer,29,Female,0.77,67.09,1,8,48,8,84.6,B,0,Loved the teaching style,Positive
1249,Divya Kumar,18,Male,0.97,43.48,0.8,6,17,4,69.49,C,0,Nothing special,Neutral
1250,Rahul Das,20,Male,0.79,48.06,0.58,7,48,5,66.92,C,0,Can be improved,Neutral
1251,Rahul Verma,26,Female,0.52,39.84,0.68,9,36,2,64.18,C,0,Nothing special,Neutral
1252,Vijay Singh,29,Female,0.58,43.53,0.39,4,39,5,48.23,D,0,Waste of time,Negative
1253,Priya Nair,26,Male,0.86,52.07,0.61,6,28,6,68.59,C,0,Nothing special,Neutral
1254,Priya Verma,18,Male,1,53.15,0.65,9,10,9,70.22,B,0,Very engaging and informative,Positive
1255,Suresh Sharma,23,Female,0.52,17.69,0.78,4,24,0,44.45,D,0,Not useful at all,Negative
1256,Karthik Nair,19,Male,0.77,52.72,0.68,6,3,1,57.27,C,0,Average experience,Neutral
1257,Suresh Gupta,25,Male,0.81,35.56,0.86,9,40,7,66.17,C,0,Average experience,Neutral
1258,Karthik Verma,24,Male,0.6,42.08,0.67,7,3,3,56.75,C,0,Normal learning experience,Neutral
1259,Kavya Nair,24,Female,0.85,7.02,0.78,6,40,5,68.12,C,0,Can be improved,Neutral
1260,Rahul Gupta,20,Male,0.84,44.88,1,6,48,2,66.15,C,0,Can be improved,Neutral
1261,Meena Nair,18,Male,0.84,54.86,1,4,22,5,74.66,B,0,Very engaging and informative,Positive
1262,Anjali Singh,19,Male,0.67,54.83,0.66,9,33,5,61.83,C,0,Average experience,Neutral
1263,Meena Kumar,22,Female,0.96,64.03,0.56,7,7,7,68.02,C,0,Nothing special,Neutral
1264,Arun Reddy,28,Male,1,29.71,0.9,7,21,4,71.22,B,0,Great course and very helpful,Positive
1265,Vijay Iyer,18,Female,0.42,48.34,0.32,6,33,9,48.32,D,0,Poor explanations,Negative
1266,Suresh Iyer,28,Male,0.46,44.66,0.93,9,30,8,62.45,C,0,Can be improved,Neutral
1267,Kavya Singh,26,Female,0.83,41.97,0.83,3,47,5,73.59,B,0,Loved the teaching style,Positive
1268,Arun Nair,29,Male,1,7.22,0.89,8,29,3,79.95,B,0,Great course and very helpful,Positive
1269,Meena Kumar,27,Female,0.85,26.71,0.97,6,44,8,80.04,B,0,Loved the teaching style,Positive
1270,Priya Das,23,Female,1,60.95,0.65,6,30,2,73.83,B,0,Loved the teaching style,Positive
1271,Sneha Verma,27,Female,0.45,48.02,0.58,9,27,4,49.36,D,0,Not useful at all,Negative
1272,Priya Sharma,24,Female,0.76,52.98,0.6,4,5,0,64.78,C,0,Average experience,Neutral
1273,Kavya Kumar,27,Female,0.27,51.79,1,3,12,5,51.19,D,0,Waste of time,Negative
1274,Kavya Das,28,Female,0.77,35.53,0.83,9,3,3,62.77,C,0,Okay course,Neutral
1275,Vijay Reddy,24,Male,1,40.52,0.52,9,49,3,70.91,B,0,Loved the teaching style,Positive
1276,Rahul Gupta,29,Female,0.57,60.94,0.67,7,49,5,72.42,B,0,Great course and very helpful,Positive
1277,Rahul Singh,19,Male,0.84,50.44,0.61,7,21,1,62.9,C,0,Normal learning experience,Neutral
1278,Sneha Reddy,24,Female,0.69,15.21,0.68,8,27,3,55.62,C,0,Can be improved,Neutral
1279,Meena Verma,28,Female,0.61,34.97,0.51,8,22,6,46.16,D,0,Waste of time,Negative
1280,Anjali Singh,24,Male,0.88,41.72,0.82,9,5,1,73.19,B,0,Loved the teaching style,Positive
1281,Ravi Kumar,24,Female,0.81,37.59,0.89,3,26,4,64.89,C,0,Okay course,Neutral
1282,Suresh Sharma,22,Male,0.81,28.76,0.8,6,22,0,68.39,C,0,Average experience,Neutral
1283,Vijay Nair,19,Female,0.63,23.48,0.29,3,46,9,42.68,D,0,Waste of time,Negative
1284,Anjali Nair,24,Male,0.9,61.08,0.77,5,20,7,73.35,B,0,Loved the teaching style,Positive
1285,Rahul Iyer,21,Male,0.6,38.26,1,9,20,8,68.08,C,0,Nothing special,Neutral
1286,Meena Iyer,26,Male,0.92,38.46,0.72,4,5,2,68.68,C,0,Can be improved,Neutral
1287,Kavya Kumar,29,Female,0.71,36.37,0.82,7,0,5,59.18,C,0,Okay course,Neutral
1288,Priya Reddy,25,Female,0.9,26.03,0.71,9,46,2,75.14,B,0,Very engaging and informative,Positive
1289,Meena Iyer,26,Female,0.77,33.39,0.29,5,7,6,51.38,D,0,Not useful at all,Negative
1290,Ravi Nair,28,Female,1,33.61,0.65,7,10,9,69.54,C,0,Okay course,Neutral
1291,Meena Nair,28,Female,1,51.53,1,8,9,0,81.88,B,0,Great course and very helpful,Positive
1292,Divya Singh,29,Male,0.73,61.58,0.59,6,9,9,65.64,C,0,Average experience,Neutral
1293,Vijay Iyer,20,Female,0.67,41.27,0.79,9,40,4,63.64,C,0,Okay course,Neutral
1294,Arun Kumar,18,Female,0.97,5.88,0.66,4,19,0,73.46,B,0,Helped me improve a lot,Positive
1295,Anjali Verma,21,Female,0.47,55.49,0.47,3,48,4,54.97,D,0,Waste of time,Negative
1296,Divya Sharma,28,Female,0.56,42.08,0.66,3,34,9,57.36,C,0,Can be improved,Neutral
1297,Arun Das,20,Male,0.7,44.16,0.51,9,45,4,58.15,C,0,Normal learning experience,Neutral
1298,Karthik Gupta,28,Male,1,64.72,1,7,47,2,95.08,A,0,Excellent platform for learning,Positive
1299,Priya Sharma,22,Male,0.37,17.93,0.77,4,8,7,39.7,Fail,1,Poor explanations,Negative
1300,Vijay Iyer,18,Female,0.89,67.3,0.68,8,47,2,81.2,B,0,Excellent platform for learning,Positive
1301,Rahul Gupta,25,Female,0.52,35.15,0.79,5,11,5,54.56,D,0,Very confusing content,Negative
1302,Vijay Kumar,28,Male,0.72,30.15,0.87,8,44,9,70.92,B,0,Helped me improve a lot,Positive
1303,Suresh Iyer,23,Male,0.92,76.39,0.8,5,42,5,78.87,B,0,Very engaging and informative,Positive
1304,Anjali Sharma,25,Female,0.42,34.82,0.55,5,41,7,52.87,D,0,Too difficult to follow,Negative
1305,Rahul Das,21,Male,0.73,39.66,0.7,7,43,1,61.69,C,0,Can be improved,Neutral
1306,Karthik Reddy,30,Female,0.97,56.09,0.69,4,30,4,80.48,B,0,Loved the teaching style,Positive
1307,Arun Das,26,Male,0.62,25.33,0.72,9,46,2,61.37,C,0,Okay course,Neutral
1308,Karthik Singh,26,Female,0.61,59.08,0.87,5,2,9,57.88,C,0,Nothing special,Neutral
1309,Priya Nair,27,Male,0.98,47.4,0.69,7,4,9,66.91,C,0,Average experience,Neutral
1310,Ravi Iyer,21,Male,0.55,23.25,1,9,13,4,64.14,C,0,Average experience,Neutral
1311,Vijay Reddy,18,Male,0.48,53.04,0.96,8,47,9,71.48,B,0,Great course and very helpful,Positive
1312,Meena Iyer,27,Female,0.84,55.17,0.56,9,35,1,80.68,B,0,Loved the teaching style,Positive
1313,Divya Das,22,Male,1,50.87,1,9,4,5,86.95,A,0,Loved the teaching style,Positive
1314,Priya Nair,26,Male,0.7,33.04,0.94,7,31,9,68.92,C,0,Can be improved,Neutral
1315,Karthik Iyer,29,Male,0.96,39.73,0.4,7,37,0,59.8,C,0,Average experience,Neutral
1316,Sneha Patel,27,Male,0.92,9.05,0.99,5,17,5,61.16,C,0,Average experience,Neutral
1317,Arun Verma,28,Female,0.81,39.99,0.54,8,6,1,57.35,C,0,Normal learning experience,Neutral
1318,Sneha Iyer,30,Male,0.96,31.67,0.91,5,26,8,76.46,B,0,Helped me improve a lot,Positive
1319,Vijay Reddy,25,Male,1,27.6,0.77,8,45,3,69.59,C,0,Average experience,Neutral
1320,Meena Patel,24,Male,0.89,45.23,0.24,5,26,3,50.38,D,0,Waste of time,Negative
1321,Priya Patel,22,Male,0.68,51.5,0.4,5,25,7,44.3,D,0,Very confusing content,Negative
1322,Priya Nair,28,Female,0.7,44.71,0.64,4,48,9,64.31,C,0,Okay course,Neutral
1323,Meena Sharma,18,Male,1,41.17,0.44,6,18,1,59.31,C,0,Normal learning experience,Neutral
1324,Vijay Das,29,Male,1,42.14,0.78,9,39,9,85.46,A,0,Helped me improve a lot,Positive
1325,Ravi Kumar,28,Female,0.73,37.24,0.55,4,44,3,66.98,C,0,Average experience,Neutral
1326,Karthik Singh,24,Male,0.65,41.92,0.73,7,9,1,59.6,C,0,Normal learning experience,Neutral
1327,Suresh Iyer,28,Female,0.88,41.04,0.55,3,26,5,66.48,C,0,Nothing special,Neutral
1328,Priya Das,25,Male,0.57,-5.47,0.8,3,30,9,40.17,D,0,Poor explanations,Negative
1329,Kavya Das,30,Female,0.7,38.21,0.54,8,19,0,57.56,C,0,Okay course,Neutral
1330,Arun Reddy,27,Male,0.72,34.71,0.76,4,15,5,62.25,C,0,Average experience,Neutral
1331,Ravi Kumar,22,Male,0.85,20.74,0.9,6,33,4,79.53,B,0,Very engaging and informative,Positive
1332,Karthik Kumar,28,Female,0.66,47.13,0.49,3,47,5,61.43,C,0,Average experience,Neutral
1333,Ravi Nair,29,Female,0.57,51.39,0.58,6,12,8,46.44,D,0,Poor explanations,Negative
1334,Rahul Kumar,27,Female,0.53,42.77,0.78,8,21,7,57.72,C,0,Okay course,Neutral
1335,Ravi Sharma,28,Female,0.67,49.32,0.89,3,32,1,64.53,C,0,Can be improved,Neutral
1336,Anjali Reddy,26,Female,0.73,65.95,0.25,8,36,7,58.77,C,0,Average experience,Neutral
1337,Vijay Nair,18,Male,0.92,14.88,0.46,3,8,1,57.24,C,0,Normal learning experience,Neutral
1338,Sneha Nair,28,Male,0.92,17.32,0.7,9,4,5,50.48,D,0,Too difficult to follow,Negative
1339,Vijay Das,24,Female,0.8,58.23,0.43,5,38,5,63.12,C,0,Nothing special,Neutral
1340,Anjali Iyer,27,Male,0.77,17.6,0.78,6,16,4,67.48,C,0,Can be improved,Neutral
1341,Priya Kumar,26,Male,0.62,41.97,0.88,7,10,3,59.64,C,0,Normal learning experience,Neutral
1342,Rahul Reddy,21,Male,1,36.29,0.22,4,12,6,53.61,D,0,Not useful at all,Negative
1343,Kavya Verma,27,Female,0.64,52.16,0.59,6,27,1,47.85,D,0,Waste of time,Negative
1344,Suresh Sharma,27,Male,0.95,33.95,0.4,3,13,8,42.64,D,0,Poor explanations,Negative
1345,Arun Sharma,29,Male,0.77,33.4,0.59,9,27,1,56.5,C,0,Nothing special,Neutral
1346,Ravi Gupta,18,Female,0.73,32.49,0.44,6,39,2,44.35,D,0,Too difficult to follow,Negative
1347,Arun Singh,20,Male,0.91,60.24,0.91,4,19,9,76.8,B,0,Loved the teaching style,Positive
1348,Suresh Singh,25,Female,0.9,65.2,0.77,8,26,9,85.93,A,0,Very engaging and informative,Positive
1349,Anjali Kumar,25,Male,0.92,43.96,0.96,4,0,6,69.11,C,0,Okay course,Neutral
1350,Vijay Das,18,Female,0.44,23.07,0.89,4,34,9,59.68,C,0,Nothing special,Neutral
1351,Vijay Nair,19,Male,0.73,48.18,0.65,6,23,5,55.94,C,0,Nothing special,Neutral
1352,Ravi Kumar,20,Male,1,36.1,0.57,8,47,1,81.59,B,0,Excellent platform for learning,Positive
1353,Arun Das,27,Female,0.45,30.28,0.69,8,9,7,38.27,Fail,0,Waste of time,Negative
1354,Suresh Patel,25,Male,1,41.54,0.69,3,4,1,55.02,C,0,Nothing special,Neutral
1355,Kavya Das,23,Female,0.76,39.51,0.22,9,42,0,50.64,D,0,Waste of time,Negative
1356,Suresh Patel,27,Male,0.84,51.76,0.54,9,20,2,62.18,C,0,Can be improved,Neutral
1357,Kavya Patel,29,Male,1,30.09,0.39,8,47,5,59.86,C,0,Normal learning experience,Neutral
1358,Arun Reddy,21,Female,0.52,55.52,0.65,7,2,5,55.77,C,0,Nothing special,Neutral
1359,Anjali Iyer,23,Female,0.74,34.89,0.7,3,39,9,58.89,C,0,Okay course,Neutral
1360,Kavya Reddy,22,Male,0.75,26.36,0.64,5,48,6,55.73,C,0,Okay course,Neutral
1361,Kavya Singh,25,Female,0.82,10.52,0.82,4,14,4,58.18,C,0,Can be improved,Neutral
1362,Rahul Singh,27,Female,0.71,50.24,0.67,3,9,3,57.62,C,0,Okay course,Neutral
1363,Priya Verma,18,Female,0.96,27.2,0.89,5,5,2,70.46,B,0,Helped me improve a lot,Positive
1364,Suresh Nair,19,Male,0.53,34.58,0.99,9,43,6,60.97,C,0,Normal learning experience,Neutral
1365,Ravi Kumar,26,Female,0.34,35.9,0.63,8,19,2,49.02,D,0,Waste of time,Negative
1366,Arun Kumar,26,Male,0.4,33.9,0.53,4,23,0,35.72,Fail,0,Poor explanations,Negative
1367,Sneha Reddy,28,Male,0.81,28.57,0.92,4,2,2,58.3,C,0,Average experience,Neutral
1368,Priya Reddy,29,Female,0.9,27.41,0.97,3,6,4,66.49,C,0,Nothing special,Neutral
1369,Kavya Gupta,26,Male,1,41.15,0.7,8,11,0,73.84,B,0,Loved the teaching style,Positive
1370,Anjali Patel,23,Male,0.75,56.83,0.63,3,37,7,60.8,C,0,Can be improved,Neutral
1371,Sneha Reddy,30,Male,0.74,22.39,0.74,6,13,9,54.23,D,0,Too difficult to follow,Negative
1372,Ravi Reddy,24,Female,0.95,53.53,0.6,8,15,3,70.92,B,0,Great course and very helpful,Positive
